probability_1_1;pdata_average_1;pdata_average_2;pdata_average_3;pdata_average_4;pdata_before_me_1;pdata_before_me_2;pdata_before_me_3;pdata_before_me_4;i_call_preflop;i_bet_preflop;i_call_flop;i_bet_flop;i_call_river;i_bet_river;i_call_turn;i_bet_turn;potheight;potheight_after_preflop;potheight_after_flop;potheight_after_river;to_call;decision;num_active_players;num_active_players_before_me;feat_1;feat_2;feat_3;feat_4;feat_5;feat_6;feat_7;feat_8;feat_9;feat_10;feat_11;feat_12;feat_13;feat_14;feat_15;label
0.052525252525252523;0.8166666666666668;0.47;0.5;0.13;0.63;0.05;0.0;0.14;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.9;4.5;36.1;45.9;0.0;0.0;3;0;0.0;0.0;0.0;0.0;0.8;0.9166666666666666;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.35000000000000003;-0.3433333333333332
0.6737373737373737;0.285;0.11;0.25;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;12.0;7.0;11.0;12.0;0.0;0.0;2;1;0.25;1.0;0.0;0.0;0.4;0.5833333333333334;0.25;0.5;0.5;0.0;0.0;0.5;1.0;0.0;0.21666666666666667;-0.25
0.6737373737373737;0.57;0.22;0.5;0.0;0.57;0.22;0.5;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;16.0;7.0;11.0;12.0;4.0;0.5;1;0;0.25;1.0;0.0;0.0;0.4;0.5833333333333334;0.25;0.5;0.5;0.0;0.0;0.5;1.0;0.0;0.21666666666666667;-0.25
0.7484848484848485;0.64;0.21000000000000002;0.25;0.05;0.78;0.17;0.0;0.1;1.5;0.0;3.3;1.0;0.0;0.0;0.0;0.0;150.9;7.0;17.6;118.0;0.0;0.0;2;0;0.625;0.0;0.0;0.0;0.8;0.6666666666666666;0.5;0.5;0.5;0.5;0.0;0.5;1.0;0.0;0.43333333333333335;-1.6366666666666667
0.6777777777777777;0;0;0;0;0;0;0;0;0.5;0.0;1.0;0.0;2.0;0.0;4.0;0.0;12.0;2.0;3.0;6.0;4.0;0.5;1;1;0.125;0.0;0.0;0.0;0.6;0.75;0.25;0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.2833333333333333;0.22333333333333344
0.4898989898989899;0.46;0.15;0.17;0.0;0.46;0.15;0.17;0.0;0.0;8.0;0.0;1.0;0.0;0.0;0.0;0.0;35.0;12.5;16.5;17.5;17.5;2.1875;1;1;0.125;1.0;0.0;0.0;0.4;0.5833333333333334;0.25;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.21666666666666667;-0.8833333333333333
0.9151515151515152;0.6833333333333332;0.09666666666666666;0.05666666666666667;0.04666666666666667;0.5;0.21;0.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3;0.0;5.3;4.0;4.0;4.0;1.3;0.1625;3;1;0.125;1.0;0.0;0.0;0.6;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3666666666666667;0.19000000000000009
0.9868686868686869;0.93;0.63;0.9;0.04;0.93;0.63;0.9;0.04;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;77.0;3.5;5.8;61.0;0.0;0.0;1;1;0.625;0.0;0.0;0.0;0.6;0.6666666666666666;0.25;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.2833333333333333;1.2
0.7636363636363637;0.94;0.19;0.25;0.11;0.94;0.19;0.25;0.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.5;5.5;13.5;27.0;0.0;0.0;1;0;0.125;0.0;0.0;0.0;0.4;0.75;0.0;0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.13333333333333333;-1.95
0.7636363636363637;0.94;0.19;0.25;0.11;0.94;0.19;0.25;0.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.0;5.5;13.5;27.0;40.5;5.0625;1;0;0.125;0.0;0.0;0.0;0.4;0.75;0.0;0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.13333333333333333;-1.95
0.7616161616161616;0.95;0.15;0.25;0.09;0.95;0.15;0.25;0.09;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;78.0;13.0;13.0;39.0;39.0;4.875;1;1;0.25;1.0;0.0;0.0;0.4;0.9166666666666666;0.25;0.0;0.5;0.5;0.0;0.5;0.0;0.0;0.21666666666666667;-1.8666666666666667
0.9878787878787879;0.625;0.31;0.165;0.25;0.5;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;40.5;11.5;14.5;33.5;0.0;2.0;2;1;0.5;0.0;0.0;0.0;0.4;0.8333333333333334;0.75;0.0;0.5;0.0;0.0;0.5;1.0;0.0;0.3833333333333333;1.273333333333333
0.9373737373737374;0.875;0.195;0.09;0.13;0.71;0.14;0.0;0.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;5.0;5.0;5.0;4.0;0.5;4;4;0.375;1.0;0.0;0.0;0.4;0.6666666666666666;0.5;0.5;0.5;0.0;0.0;0.5;1.0;1.0;0.3;-0.13333333333333333
0.16262626262626262;0.7066666666666667;0.11666666666666668;0.06666666666666667;0.006666666666666667;0.89;0.28;0.2;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;0.0;0.0;3;1;0.125;1.0;0.0;0.0;0.4;0.4166666666666667;0.25;0.5;0.0;0.0;0.0;0.0;1.0;0.0;0.21666666666666667;-0.1099999999999999
0.16262626262626262;0.67;0.07;0.0;0.0;0.67;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.3;0.0;7.3;4.0;4.0;4.0;3.3;0.4125;1;0;0.125;1.0;0.0;0.0;0.4;0.4166666666666667;0.25;0.5;0.0;0.0;0.0;0.0;1.0;0.0;0.21666666666666667;-0.1099999999999999
1.0;0.65;0.06;0.0;0.0;0.65;0.06;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.2;5.0;30.2;30.2;0.0;4.0;1;1;0.5;0.0;0.0;0.0;0.4;0.75;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;1.3966666666666663
0.697979797979798;0.425;0.02;0.0;0.02;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.5;3.0;12.9;47.5;0.0;0.0;2;1;0.25;1.0;0.0;0.0;0.4;0.5833333333333334;0.25;0.5;0.5;0.0;0.0;0.5;1.0;0.0;0.21666666666666667;-1.3866666666666667
0.697979797979798;0.425;0.02;0.0;0.02;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;105.4;3.0;12.9;47.5;20.9;2.6125;2;1;0.25;1.0;0.0;0.0;0.4;0.5833333333333334;0.25;0.5;0.5;0.0;0.0;0.5;1.0;0.0;0.21666666666666667;-1.3866666666666667
0.8585858585858586;0.5800000000000001;0.02;0.0;0.013333333333333334;0.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;167.3;13.0;64.0;133.8;0.0;0.125;3;0;0.25;1.0;0.0;0.0;0.4;0.5833333333333334;0.25;1.0;0.0;0.5;0.0;0.0;1.0;0.0;0.21666666666666667;2.0
0.9929292929292929;0.7;0.155;0.0;0.0;0.69;0.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;228.5;5.5;84.0;196.0;0.0;0.0;2;1;0.625;0.0;0.0;0.0;0.6;0.75;0.25;0.5;0.0;1.0;1.0;0.0;1.0;0.0;0.2833333333333333;2.0
0.9111111111111112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;9.1;3.5;5.5;7.3;0.0;4.0;1;0;0.75;1.0;1.0;0.0;0.6;1.0;0.25;0.0;0.5;0.0;0.0;0.5;0.0;1.0;0.2833333333333333;0.12666666666666657
0.20303030303030303;0.25;0.25;0.0;0.0;0.25;0.25;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;6.5;2.5;4.5;6.5;0.0;0.0;1;0;0.125;1.0;0.0;0.0;0.4;0.8333333333333334;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21666666666666667;-0.08333333333333333
0.596969696969697;0.5466666666666666;0.06333333333333332;0.0;0.02666666666666667;0.29;0.05;0.0;0.08;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.0;11.0;44.0;47.0;0.0;0.0;3;0;0.125;0.0;0.0;0.0;0.4;0.5;0.5;0.5;0.5;0.0;0.0;0.5;1.0;0.0;0.3;-0.8766666666666666
0.596969696969697;0.53;0.02;0.0;0.0;0.53;0.02;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.8;11.0;44.0;47.0;15.8;1.975;1;0;0.125;0.0;0.0;0.0;0.4;0.5;0.5;0.5;0.5;0.0;0.0;0.5;1.0;0.0;0.3;-0.8766666666666666
0.8686868686868686;0.7533333333333333;0.3433333333333333;0.3333333333333333;0.0033333333333333335;0.66;0.03;0.0;0.01;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;143.7;32.5;117.5;143.7;0.0;0.0;3;1;0.25;1.0;0.0;0.0;0.4;0.75;0.0;0.0;0.5;0.0;0.0;0.5;1.0;0.0;0.13333333333333333;-0.03333333333333333
0.3202020202020202;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;3.0;0.0;0.0;2;1;0.125;1.0;0.0;0.0;0.6;0.8333333333333334;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2833333333333333;-0.016666666666666666
0.07373737373737374;1.0;0.8;0.5;1.0;1.0;0.8;0.5;1.0;1.5;0.0;0.0;2.0;0.0;0.0;0.0;0.0;8.0;3.0;6.0;8.0;0.0;0.0;1;0;0.0;0.0;0.0;0.0;0.4;0.9166666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13333333333333333;-0.11666666666666667
0.45353535353535357;0.59;0.14;0.25;0.0;0.59;0.14;0.25;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.0;14.5;26.0;46.0;0.0;2.0;1;0;0.125;1.0;0.0;0.0;0.4;0.5833333333333334;0.25;0.5;0.0;0.0;0.0;0.0;1.0;0.0;0.21666666666666667;0.9233333333333335
0.0898989898989899;0.59;0.14;0.25;0.0;0.59;0.14;0.25;0.0;2.0;0.0;0.0;4.6;0.0;0.0;0.0;0.0;133.6;6.0;18.6;110.8;22.8;2.85;1;1;0.0;0.0;0.0;0.0;0.4;0.6666666666666666;0.5;0.5;0.0;0.5;0.0;0.0;1.0;0.0;0.3;-2.0
0.2919191919191919;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.4;0.0;1.0;0.0;0.0;15.3;5.0;13.3;15.3;0.0;0.0;1;0;0.125;1.0;0.0;0.0;0.4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13333333333333333;2.0
0.2919191919191919;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.4;0.0;1.0;0.0;0.0;20.3;5.0;13.3;15.3;5.0;0.625;1;0;0.125;1.0;0.0;0.0;0.4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13333333333333333;2.0
0.992929292929293;0.35;0.11;0.2;0.1;0.35;0.11;0.2;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.0;8.0;39.0;64.0;0.0;4.0;1;0;0.75;1.0;0.0;0.0;0.4;0.6666666666666666;0.25;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.21666666666666667;2.0
0.7808080808080808;0.26;0.0;0.0;0.0;0.26;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.5;7.5;15.5;15.5;4.0;2.0;1;1;0.25;0.0;0.0;0.0;0.4;1.0;0.5;0.0;1.0;0.5;0.0;1.0;0.0;0.0;0.3;0.8599999999999999
0.34444444444444444;0.67;0.25;0.0;0.0;0.67;0.25;0.0;0.0;3.5;0.0;0.0;6.0;0.0;0.0;0.0;0.0;176.3;9.0;76.0;151.2;0.0;0.0;1;0;0.0;0.0;0.0;0.0;0.4;0.8333333333333334;0.25;0.5;0.0;1.0;0.0;0.0;1.0;0.0;0.21666666666666667;-2.0
0.9121212121212122;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.0;4.0;16.0;36.0;0.0;4.0;1;1;0.75;1.0;1.0;0.0;0.4;0.16666666666666666;0.5;0.0;0.5;0.5;0.0;0.5;0.0;1.0;0.6333333333333333;0.8133333333333332
0.14343434343434344;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;2.0;2.0;2.0;0.0;0.0;1;0;0.0;0.0;0.0;0.0;0.8;0.9166666666666666;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.35000000000000003;-0.03333333333333333
0.8696969696969697;0.43333333333333335;0.02;0.0;0.05666666666666667;0.64;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;6.0;0.0;0.0;221.0;5.0;61.0;157.0;0.0;0.5;3;0;0.625;0.0;0.0;0.0;0.8;1.0;0.0;0.0;0.5;0.5;0.0;0.5;0.0;0.0;0.26666666666666666;0.016666666666666666
0.6202020202020202;0.18;0.18;0.3;0.0;0.18;0.18;0.3;0.0;2.5;0.0;0.0;20.0;15.8;0.0;26.3;0.0;106.0;8.0;48.0;63.8;26.3;3.2875;1;1;0.25;1.0;0.0;0.0;0.4;1.0;0.0;0.0;0.5;0.5;0.0;0.5;0.0;0.0;0.13333333333333333;-2.0
0.9070707070707071;0.18;0.18;0.3;0.0;0.18;0.18;0.3;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;3.0;19.0;3.0;3.0;11.0;0.0;0.5;1;1;0.25;0.0;0.0;0.0;0.6;0.6666666666666666;0.25;0.0;1.0;0.5;1.0;1.0;1.0;0.0;0.2833333333333333;0.42000000000000004
0.49393939393939396;0.52;0.225;0.385;0.06;0.61;0.25;0.39;0.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.5;3.0;3.0;0.0;0.0;2;2;0.125;1.0;0.0;0.0;0.4;1.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21666666666666667;-0.03333333333333333
